╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧л╪░ъд@╕Ї121~150╕╣,28.4,░╙,,,10402,дgжa1л╪кл1иожь0,дG╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0750120,94.12,3,2,2,ж│,╡L,3600000,38249,,0.0,0,,RPQNMLSLLHKFFBE08CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧╗▓дп╕Ї177л╤1~30╕╣,28.5,жэ,,,10403,дgжa1л╪кл1иожь0,дG╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0720310,106.06,3,2,1,ж│,╡L,3660000,34509,,0.0,0,,RPRNMLSLLHKFFBE18CA
╖s┐│░╧,й╨жa(дgжa+л╪кл),░к╢пел╖s┐│░╧дK╝wд@╕Ї181~210╕╣,4.92,░╙,,,10401,дgжa1л╪кл1иожь0,д╗╝h,12,оMй╨(1й╨1╞U1╜├),,┐√╡м▓V╛одg│y,0700509,41.730000000000004,1,1,1,ж│,ж│,960000,23005,,0.0,0,,RPSOMLOLLHKFFBE97CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧дддsдG╕Ї451~480╕╣,7.06,░╙,,,10312,дgжa3л╪кл1иожь0,дн╝h,11,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),,┐√╡м▓V╛одg│y,0681227,61.19,2,0,2,ж│,ж│,3300000,53930,,0.0,0,,RPTNMLOKMHKFFBE97CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧л╪░ъд@╕Ї72л╤19з╦1~30╕╣,21.72,жэ,,,10402,дgжa1л╪кл1иожь0,д@╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0680908,66.19,3,2,2,ж│,╡L,5360000,80979,,0.0,0,,RPUNMLOKMHKFFBE08CA
дp┤ф░╧,дgжa,дjенмq151~180жa╕╣,330.58,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6800000,20570,,0.0,0,,RPPNMLPLLHKFFCE77CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧е┐╕q╕Ї101л╤1~30╕╣,37.77,жэ,,,10402,дgжa1л╪кл1иожь0,дG╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0761203,130.62,3,2,2,ж│,╡L,4760000,36442,,0.0,0,,RPTOMLMLMHKFFBE97CA
лe┬э░╧,й╨жa(дgжa+л╪кл),░к╢пеллe┬э░╧╖ч╡o╡є1~30╕╣,84.0,жэ,,,10402,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,░╙╖~е╬,е[▒j┐j│y,0600815,83.35,5,3,4,ж│,╡L,11800000,141572,,0.0,0,,RPVOMLPLLHKFFCE48CA
лe┬э░╧,й╨жa(дgжa+л╪кл),░к╢пеллe┬э░╧┬эйў╡є1~30╕╣,48.0,░╙,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0580325,83.08,3,1,1,ж│,╡L,2399100,28877,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLSLLHKFFCE38CA
дp┤ф░╧,й╨жa(дgжa+л╪кл),░к1~30╕╣,67.25,жэ,,,10402,дgжa3л╪кл1иожь0,дT╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0660425,105.92,3,2,2,ж│,╡L,2600000,24547,,0.0,0,,RPUOMLLLMHKFFCE08CA
лe┬э░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пеллe┬э░╧дддsдG╕Ї1~30╕╣,6.7,░╙,,,10402,дgжa2л╪кл1иожь1,дGдQд@╝h,28,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0861105,145.87,3,2,2,ж│,ж│,10500000,71982,йY╣D╛ў▒ё,13.0,0,,RPQNMLNKMHKFFCE67CA
лe┬э░╧,й╨жa(дgжa+л╪кл),░к╢пеллe┬э░╧╖чож╡є1~30╕╣,42.5,жэ,,,10403,дgжa1л╪кл1иожь0,д@╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0671104,79.91,3,2,2,ж│,╡L,4960000,62070,,0.0,0,,RPRNMLTJMHKFFCE28CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧╡qкF╕Ї121~150╕╣,9.38,░╙,,,10403,дgжa1л╪кл1иожь0,дQд╗╝hбA╣q▒ш╝╙▒ш╢б,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830523,127.83999999999999,4,2,2,ж│,ж│,3820000,29881,,0.0,0,,RPRNMLPLLHKFFDE08CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧╕q╡╪╕Ї287л╤1~30╕╣,17.1,░╙,,,10402,дgжa1л╪кл1иожь0,дG╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0700124,65.53,4,2,1,ж│,╡L,2800000,42729,,0.0,0,,RPTOMLRLLHKFFDE58CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧┐│жw╡є31~60╕╣,53.56,жэ,,,10403,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,,┐√╡м▓V╛одg│y,0740412,203.81,13,0,0,ж│,╡L,13800000,67710,,0.0,0,,RPTNMLSLLHKFFDE58CA
дTе┴░╧,дgжa,дj┤фмqдCдpмq661~690жa╕╣,148.0,░╙,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,23000000,155405,,0.0,0,зtе╝╡n░Oл╪клбC,RPWNMLMJMHKFFDE18CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧дEжpд@╕Ї381л╤31~60╕╣,16.96,жэ,,,10403,дgжa1л╪кл1иожь0,д╗╝hбA╣q▒ш╝╙▒ш╢б,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830514,119.63000000000001,3,2,2,ж│,ж│,3000000,25077,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPOMLMJMHKFFDE57CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧╡qкF╕Ї31~60╕╣,34.18,░╙,,,10403,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбA├M╝╙,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),,┐√╡м▓V╛одg│y,0790704,373.16999999999996,0,0,0,╡L,ж│,21800000,58418,,0.0,0,,RPPOMLLMLHKFFDE67CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧йў╕╬╡є1~30╕╣,64.0,жэ,,,10402,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,,┐√╡м▓V╛одg│y,0671202,115.2,4,2,3,ж│,╡L,7300000,63368,,0.0,0,,RPQOMLLMLHKFFDE77CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧╖sе┴╕Ї31~60╕╣,22.39,жэ,,,10402,дgжa4л╪кл1иожь0,е|╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0701113,68.16,3,2,2,ж│,╡L,2400000,35211,,0.0,0,,RPROMLSJMHKFFDE38CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╖г▒ъ░╧╖г╕╬╡є1~30╕╣,14.29,░╙,,,10403,дgжa1л╪кл1иожь1,дQд╗╝h,20,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020529,182.63,3,2,2,ж│,ж│,10000000,54756,йY╣Dенн▒,23.73,0,,RPTOMLOLLHKFFEE38CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧│╒╖Rе|╕Ї226л╤1~30╕╣,6.16,жэ,,,10402,дgжa1л╪кл1иожь0,дT╝h,28,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840817,86.48,3,1,1,ж│,ж│,3430000,39662,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPOOMLPLLHKFFEE97CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧е┴йў╡є17л╤1~30╕╣,62.0,░╙,,,10402,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0771206,197.02,5,2,3,ж│,╡L,6100000,30961,,0.0,0,,RPSOMLPLLHKFFEE38CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧дj╛╟лn╕Ї121~150╕╣,102.7,░╙,,,10402,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,1000517,287.56,0,0,0,╡L,╡L,18000000,62596,,0.0,0,,RPVOMLPLLHKFFEE68CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧е┴▒┌д@╕Ї1021~1050╕╣,6.3,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950830,77.37,3,2,2,ж│,ж│,2980000,38516,,0.0,0,д╥йd┬ў▓злск║░]▓гд└░t,RPPNMLQLLHKFFEE08CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧└│жw╡є1~30╕╣,6.01,░╙,,,10403,дgжa1л╪кл1иожь0,дK╝h,14,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0831125,50.150000000000006,1,1,1,ж│,ж│,1800000,35892,,0.0,0,,RPXNMLKLMHKFFDE28CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧е[йў╕Ї857л╤1~30╕╣,77.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,,е[▒j┐j│y,0670728,106.01,3,1,2,ж│,╡L,3295500,31087,,0.0,0,дG┐╦╡е╢R╜ц,RPUOMLKMLHKFFEE18CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧й·╡╪д@╕Ї211~240╕╣,2.35,░╙,,,10402,дgжa1л╪кл1иожь0,д╗╝h,16,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830530,25.810000000000002,1,0,1,ж│,ж│,700000,27121,,0.0,0,,RPTNMLLMLHKFFEE08CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧дjдддG╕Ї211~240╕╣,10.83,жэ,,,10402,дgжa1л╪кл1иожь0,д╗╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0960112,93.94,2,2,1,ж│,╡L,3788000,40324,йY╣D╛ў▒ё,11.24,0,,RPVNMLLMLHKFFEE28CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╖sдWи╜ипеш╕Ї241~270╕╣,21.23,ифеL,,,10402,дgжa1л╪кл1иожь2,дQе|╝h,24,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1011105,306.21,4,2,2,ж│,ж│,21370000,69789,йY╣Dенн▒,50.74,0,,RPSPMLRLLHKFFEE68CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╖sдWи╜ипеш╕Ї241~270╕╣,18.63,ифеL,,,10401,дgжa1л╪кл1иожь1,дQдG╝h,24,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1011105,282.43,4,2,2,ж│,ж│,20030000,70920,йY╣Dенн▒,25.37,0,,RPTPMLRLLHKFFEE78CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,23.06,░╙,,,10403,дgжa1л╪кл1иожь3,дQдC╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,415.86,0,0,0,╡L,╡L,24000000,57712,йY╣Dенн▒,60.06,0,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤й╙╢RдHж█жц┤ги╤─▌╣ъбC,RPOPMLKLMHKFFEE67CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,22.46,░╙,,,10402,дgжa1л╪кл1иожь2,дT╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,392.71000000000004,0,0,0,╡L,╡L,16520000,41737,йY╣Dенн▒,36.91,1670000,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤еX╜цдHж█жц┤ги╤─▌╣ъбC,RPPPMLKLMHKFFEE77CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,18.31,░╙,,,10401,дgжa1л╪кл1иожь2,дTдQе|╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,322.46,0,0,0,╡L,╡L,20000000,64087,йY╣Dенн▒,36.91,1700000,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤еX╜цдHж█жц┤ги╤─▌╣ъбC┼vзQдHж@ж│дH╝╞дGжьбC,RPQPMLKLMHKFFEE87CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧дх▒d╕Ї181~210╕╣,9.36,░╙,,,10312,дgжa1л╪кл1иожь1,дE╝h,13,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870114,122.17999999999999,3,2,2,ж│,ж│,6200000,50745,йY╣D╛ў▒ё,0.0,0,,RPTPMLKLMHKFFEE18CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,22.46,░╙,,,10403,дgжa1л╪кл1иожь2,дQд╗╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,395.84000000000003,4,2,3,ж│,╡L,21300000,54806,йY╣Dенн▒,40.04,1800000,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤еX╜цдHж█жц┤ги╤─▌╣ъбC,RPROMLKLMHKFFEE87CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,18.91,░╙,,,10403,дgжa1л╪кл1иожь2,дT╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,336.76,0,0,0,╡L,╡L,12920000,37813,йY╣Dенн▒,40.04,1700000,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤еX╜цдHж█жц┤ги╤─▌╣ъбC,RPSOMLKLMHKFFEE97CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,19.06,░╙,,,10403,дgжa1л╪кл1иожь3,дTдQдн╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,348.39,4,2,3,ж│,╡L,22780000,70475,йY╣Dенн▒,60.06,2460000,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤еX╜цдHж█жц┤ги╤─▌╣ъбC,RPTOMLKLMHKFFEE08CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧╡╪оL╕Ї1381~1410╕╣,25.11,░╙,,,10402,дgжa1л╪кл1иожь2,е|╝h,35,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031210,440.11,0,0,0,╡L,╡L,18600000,42693,йY╣Dенн▒,40.04,1520000,╣w░тл╬бCжaмFдhи№░U╢R╜цо╫еєе╙╜╨╡n░O,и├е╝еN▓z╝╢└└дг░╩▓г╢R╜цл┤м∙о╤,е╗жиец╕ъ░TлYе╤еX╜цдHж█жц┤ги╤─▌╣ъбC,RPUOMLKLMHKFFEE18CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╖г▒ъ░╧иq╕s╕Ї499л╤7з╦1~30╕╣,10.82,░╙,,,10403,дgжa1л╪кл1иожь1,дT╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020531,134.52,3,2,2,ж│,ж│,6800000,50550,йY╣D╛ў▒ё,0.0,0,,RPWNMLOKMHKFFEE58CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╖г▒ъ░╧иq╕s╕Ї499л╤7з╦1~30╕╣,10.82,░╙,,,10403,дgжa1л╪кл1иожь1,е|╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020531,148.24,3,2,2,ж│,ж│,6450000,43511,йY╣Dенн▒,0.0,0,,RPOOMLOKMHKFFEE87CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧жwої╡є182л╤1~30╕╣,5.08,жэ,,,10403,дgжa1л╪кл1иожь0,д╗╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеж╡n░Oи╞╢╡,игифеж╡n░Oи╞╢╡,0930413,24.33,0,0,0,╡L,ж│,800000,32881,,0.0,0,,RPXOMLRKMHKFFEE09CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧┤I░ъ╕Ї1~30╕╣,9.09,жэ,,,10403,дgжa1л╪кл1иожь1,е|╝h,20,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830707,123.1,3,2,2,ж│,ж│,5300000,43054,йY╣D╛ў▒ё,0.0,0,,RPXPMLQKMHKFFEE09CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧║╓дsи╜║a┴`╕Ї541~570╕╣,9.19,жэ,,,10403,дgжa1л╪кл1иожь0,дK╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870502,123.25,4,2,2,ж│,ж│,3500000,28398,,0.0,0,,RPQPMLKKMHKFFEE77CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧лсйў╕Ї227л╤1~30╕╣,100.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,игифеж╡n░Oи╞╢╡,1030826,229.18,4,2,4,ж│,╡L,13300000,58033,,0.0,0,,RPSRMLMJMHKFFEE28CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧дl╡╪╕Ї121~150╕╣,23.52,жэ,,,10401,дgжa1л╪кл1иожь1,дн╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830816,144.05,4,2,2,ж│,ж│,5300000,36793,йY╣D╛ў▒ё,0.0,0,,RPVNMLMJMHKFFEE18CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╖гої╡є1~30╕╣,73.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0990406,269.08,7,2,4,ж│,╡L,12880000,47867,,0.0,0,,RPQOMLKMLHKFFEE77CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧дхд╤╕Ї121~150╕╣,7.66,░╙,,,10403,дgжa1л╪кл1иожь0,д╗╝h,17,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840302,95.84,3,2,2,ж│,ж│,4550000,47475,,0.0,0,,RPUPMLLMLHKFFEE38CA
йгдs░╧,дgжa,йгдuмq211~240жa╕╣,2681.98,,дu╖~░╧,дB║╪л╪┐vе╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,43582175,16250,,0.0,0,,RPOOMLPLLHKFFFE08CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧░╖╞Nлn╕Ї46л╤1~30╕╣,76.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0670821,112.16,3,2,2,ж│,╡L,3800000,33880,,0.0,0,,RPPOMLPLLHKFFFE18CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧е¤│╙╕Ї91~120╕╣,12.49,жэ,,,10403,дgжa1л╪кл1иожь0,дT╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0960402,118.59,3,2,2,ж│,ж│,5000000,42162,,0.0,0,,RPXNMLMLMHKFFEE58CA
йгдs░╧,дgжa,╣┼┐│мq811~840жa╕╣,1626.88,,пSйw╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,750000,461,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPPNMLLMLHKFFFE77CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧ж╦│ЄкF╡є61~90╕╣,67.63,жэ,,,10403,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAе|╝h,4,й▒н▒(й▒╛Q),жэоaе╬,┐√╡м▓V╛одg│y,0950620,185.1,5,2,3,ж│,╡L,10580000,57158,,0.0,0,,RPWNMLQJMHKFFFE78CA
┐P▒_░╧,дgжa,├гжшмq541~570жa╕╣,272.38,дu,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2700000,9913,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPPNMLLLMHKFFFE77CA
┐P▒_░╧,л╪кл,░к╢пел┐P▒_░╧жwй█╕Ї1061л╤21з╦1~30╕╣,0.0,,,,10403,дgжa0л╪кл1иожь0,д@╝hбAдG╝h,2,дu╝t,дu╖~е╬,┐√│y,0830317,211.67,1,1,1,ж│,╡L,1500000,,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLLLMHKFFFE87CA
┐P▒_░╧,л╪кл,░к╢пел┐P▒_░╧жwй█╕Ї1061л╤21з╦1~30╕╣,0.0,,,,10403,дgжa0л╪кл1иожь0,д@╝hбAдG╝h,2,дu╝t,дu╖~е╬,┐√│y,0830317,213.5,1,1,1,ж│,╡L,1500000,,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLLLMHKFFFE97CA
╗ёдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╗ёдs░╧лCж~╕ЇдGмq181~210╕╣,11.69,жэ,,,10402,дgжa1л╪кл1иожь1,дQд@╝h,23,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830827,161.67000000000002,4,2,2,ж│,ж│,5200000,32164,йY╣Dенн▒,21.79,0,,RPOOMLPLLHKFFGE18CA
╗ёдs░╧,дgжa,лn╡╪мq61~90жa╕╣,85.96,жэ,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7280000,84691,,0.0,0,,RPWOMLKMLHKFFGE58CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╡╪й·╡є1~30╕╣,68.0,жэ,,,10402,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0610501,100.8,3,1,2,ж│,╡L,4050000,40179,,0.0,0,,RPUOMLPLLHKFFGE78CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дK╝w╕ЇдGмq211~240╕╣,30.95,жэ,,,10403,дgжa1л╪кл1иожь0,дн╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0700810,105.41,3,2,2,ж│,ж│,4700000,44588,,0.0,0,,RPUPMLLMLHKFFGE58CA
