╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дпм№дG╡є1~30╕╣,15.74,жэ,,,10401,дgжa1л╪кл1иожь0,д╗╝h,9,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860317,84.61,2,2,1,ж│,ж│,3000000,35457,,0.0,0,,RPVOMLNLMHKFFBH58CA
╞[н╡░╧,й╨жa(дgжa+л╪кл),оч╢щел╞[н╡░╧д╜╢щдT╡є13л╤1~30╕╣,97.37,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10402,дgжa4л╪кл2иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0960510,174.8,4,2,2,ж│,╡L,6000000,34325,,0.0,0,,RPOOMLTJMHKFFBH28CA
дд├c░╧,дgжa,дд├cоH│╗мq961~990жa╕╣,13.04,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,236400,18129,,0.0,0,д@бB╝Wн╚╡|е╤┼vзQдHнt╛сбCдGбBе╗дgжaпижaе╪жaдWклбAлYдj┤╢дп║╓╝wпие╬жaбC,RPQNMLTJMHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧└sйMдG╡є361~390╕╣,25.03,жэ,,,10402,дgжa1л╪кл1иожь0,е|╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821224,112.17999999999999,3,2,2,ж│,ж│,3500000,31200,,0.0,0,,RPOPMLRJMHKFFBH18CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧└ЇддкF╕Ї151~180╕╣,3.54,жэ,,,10403,дgжa1л╪кл1иожь0,дQд@╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841215,31.34,1,1,1,ж│,ж│,1480000,47224,,0.0,0,,RPUPMLSJMHKFFBH88CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧└ЇддкF╕Ї151~180╕╣,3.22,жэ,,,10402,дgжa1л╪кл1иожь0,дK╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841215,28.74,1,1,1,ж│,ж│,1350000,46973,,0.0,0,,RPWPMLSJMHKFFBH09CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└Їжш╕ЇдGмq226л╤1~30╕╣,20.57,жэ,,,10403,дgжa2л╪кл1иожь1,дC╝h,10,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031020,124.29,2,2,1,ж│,ж│,7660000,61630,йY╣Dенн▒,28.23,0,,RPTNMLRJMHKFFBH48CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧║aжwдQдн╡є75л╤1~30╕╣,15.75,жэ,,,10402,дgжa1л╪кл1иожь0,дG╝h,8,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0801230,99.57000000000001,3,1,1,ж│,ж│,4075000,40926,,0.0,0,,RPRNMLOJMHKFFBH97CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└Їжш╕ЇдGмq226л╤1~30╕╣,20.57,жэ,,,10403,дgжa2л╪кл1иожь1,е|╝h,10,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031020,121.42,2,2,1,ж│,ж│,8120000,66875,йY╣Dенн▒,25.36,0,,RPQNMLRJMHKFFBH18CA
дд├c░╧,дgжa,лCк@мq361~390жa╕╣,438.62,жэ,,,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,95920000,218686,,0.0,0,,RPXOMLLJMHKFFBH38CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧║╓╣╪дQ╡є1~30╕╣,97.0,жэ,,,10402,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940527,231.7,4,2,4,ж│,╡L,8000000,34527,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPXNMLLJMHKFFBH28CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧╖sдде_╕Ї151~180╕╣,5.61,жэ,,,10403,дgжa1л╪кл1иожь0,д╗╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860507,32.93,1,0,1,ж│,ж│,1300000,39478,,0.0,0,,RPOOMLLJMHKFFBH47CA
дд├c░╧,дgжa,┬∙└нмq1141~1170жa╕╣,6609.24,дu,,,10312,дgжa26л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,269000000,40701,,0.0,0,,RPQOMLLJMHKFFBH67CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧╣ъ╜ю╕Ї211~240╕╣,4.32,жэ,,,10403,дgжa1л╪кл1иожь0,дQ╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930410,28.400000000000002,1,1,1,ж│,ж│,1660000,58451,,0.0,0,,RPVPMLLJMHKFFBH28CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└Їжш╕ЇдGмq226л╤1~30╕╣,14.98,жэ,,,10403,дgжa2л╪кл1иожь1,дC╝h,10,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031020,98.28999999999999,2,2,1,ж│,ж│,7150000,72744,йY╣Dенн▒,28.23,0,,RPXRMLMJMHKFFBH78CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└Їжш╕ЇдGмq226л╤1~30╕╣,14.98,жэ,,,10403,дgжa2л╪кл1иожь1,д@╝hбAигифеL╡n░Oи╞╢╡,10,й▒н▒(й▒╛Q),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031020,98.00999999999999,0,0,0,╡L,ж│,10880000,111009,йY╣Dенн▒,28.23,0,,RPOSMLMJMHKFFBH97CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.09,жэ,,,10309,дgжa5л╪кл1иожь1,дQдT╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.51,2,2,2,ж│,╡L,10640000,57978,йY╣Dенн▒,35.93,1040000,,RPXNMLQLLHKFFCH98CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.09,жэ,,,10309,дgжa5л╪кл1иожь1,дQе|╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.51,2,2,2,ж│,╡L,10420000,57314,йY╣Dенн▒,35.93,930000,,RPOOMLQLLHKFFCH18CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,30.41,жэ,,,10111,дgжa5л╪кл1иожь1,дQдT╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,141.42000000000002,1,2,2,ж│,╡L,7000000,56972,йY╣Dенн▒,35.93,990000,,RPPOMLQLLHKFFCH28CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.47,жэ,,,10111,дgжa5л╪кл1иожь1,дQдT╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,202.84,2,2,2,ж│,╡L,10850000,58714,йY╣Dенн▒,35.93,1050000,,SPPOMLQLLHKFFCH38CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.47,жэ,,,10309,дgжa5л╪кл1иожь1,е|╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,202.84,2,2,2,ж│,╡L,10500000,56557,йY╣Dенн▒,35.93,1060000,,RPQOMLQLLHKFFCH38CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.47,жэ,,,10309,дgжa5л╪кл1иожь1,дT╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,202.84,2,2,2,ж│,╡L,8140000,43077,йY╣Dенн▒,35.93,950000,,RPROMLQLLHKFFCH48CA
дj╖╦░╧,дgжa,╡fдl╝dмq391~420жa╕╣,129.53,,д@пы╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1120000,8647,,0.0,0,,RPSOMLQLLHKFFCH58CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.47,жэ,,,10112,дgжa5л╪кл1иожь1,дQд@╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,202.84,2,2,2,ж│,╡L,9290000,49308,йY╣Dенн▒,35.93,1060000,,RPTOMLQLLHKFFCH68CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.09,жэ,,,10203,дgжa5л╪кл1иожь1,дT╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.51,2,2,2,ж│,╡L,9000000,47771,йY╣Dенн▒,35.93,1090000,,RPUOMLQLLHKFFCH78CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.47,жэ,,,10110,дgжa5л╪кл1иожь1,дC╝h,21,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,202.14,2,2,2,ж│,╡L,8100000,43439,йY╣Dенн▒,35.93,880000,,RPVOMLQLLHKFFCH88CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,30.41,жэ,,,10111,дgжa5л╪кл1иожь1,дQдC╝h,21,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,140.94,2,2,2,ж│,╡L,6130000,50090,йY╣Dенн▒,35.93,870000,,RPWOMLQLLHKFFCH98CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,49.09,жэ,,,10201,дgжa5л╪кл1иожь1,дQдT╝h,21,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,200.81,2,2,2,ж│,╡L,9500000,51067,йY╣Dенн▒,35.93,1080000,,RPXOMLQLLHKFFCH09CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤1~30╕╣,65.64,жэ,,,10109,дgжa5л╪кл1иожь2,дQд@╝h,22,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,294.28999999999996,3,2,2,ж│,╡L,15700000,61592,йY╣Dенн▒,71.86,2000000,,RPOPMLQLLHKFFCH28CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,66.02,жэ,,,10111,дgжa5л╪кл1иожь1,дн╝h,22,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,255.41000000000003,3,2,2,ж│,╡L,13940000,58730,йY╣Dенн▒,35.93,1050000,,RPPPMLQLLHKFFCH38CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.09,жэ,,,10111,дgжa5л╪кл1иожь1,дQдT╝h,21,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,200.70999999999998,2,2,2,ж│,╡L,13940000,78226,йY╣Dенн▒,35.93,1050000,,RPQPMLQLLHKFFCH48CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.47,жэ,,,10309,дgжa5л╪кл1иожь1,дGдQ╝h,21,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,202.03,2,2,2,ж│,╡L,8700000,46478,йY╣Dенн▒,35.93,980000,,RPRPMLQLLHKFFCH58CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.09,жэ,,,10109,дgжa5л╪кл1иожь1,дE╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.39999999999998,2,2,2,ж│,╡L,10480000,57291,йY╣Dенн▒,35.93,1000000,,RPSPMLQLLHKFFCH68CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.09,жэ,,,10109,дgжa5л╪кл1иожь1,д╗╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.39999999999998,2,2,2,ж│,╡L,8330000,44298,йY╣Dенн▒,35.93,1000000,,RPTPMLQLLHKFFCH78CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.09,жэ,,,10109,дgжa5л╪кл1иожь1,дK╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.39999999999998,2,2,2,ж│,╡L,8530000,46172,йY╣Dенн▒,35.93,890000,,RPUPMLQLLHKFFCH88CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.09,жэ,,,10109,дgжa5л╪кл1иожь1,дQ╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,201.39999999999998,2,2,2,ж│,╡L,8540000,46232,йY╣Dенн▒,35.93,890000,,RPVPMLQLLHKFFCH98CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,30.41,жэ,,,10109,дgжa5л╪кл1иожь1,д╗╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,141.34,2,2,2,ж│,╡L,5640000,44303,йY╣Dенн▒,35.93,970000,,RPWPMLQLLHKFFCH09CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,30.41,жэ,,,10111,дgжa5л╪кл1иожь1,дQд╗╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,141.31,2,2,2,ж│,╡L,6030000,48017,йY╣Dенн▒,35.93,970000,,RPXPMLQLLHKFFCH56CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧н√кL╕Їд@мq3л╤31~60╕╣,49.47,жэ,,,10109,дgжa5л╪кл1иожь1,дQе|╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030926,242.4,2,2,2,ж│,╡L,9750000,45444,йY╣Dенн▒,71.86,2000000,,RPOQMLQLLHKFFCH38CA
└s╝ц░╧,дgжa,╢└└sмq1081~1110жa╕╣,238.04,╣A,,,10403,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3180000,13359,,0.0,0,,RPVNMLOLLHKFFCH58CA
дj╖╦░╧,дgжa,╡fдl╝dмq391~420жa╕╣,293.67,,д@пы╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1800000,6129,,0.0,0,,RPQRMLPLLHKFFCH58CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧╖s└s╕Ї105л╤1~30╕╣,13.46,жэ,,,10402,дgжa2л╪кл1иожь0,дE╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030929,85.93,1,1,1,ж│,ж│,4880000,56790,,0.0,0,,RPRRMLPLLHKFFCH68CA
дj╖╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╖╦░╧╣┤╖Rд@╡є6л╤1~30╕╣,86.35,жэ,,,10312,дgжa1л╪кл1иожь1,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0920812,189.93,5,2,3,ж│,ж│,7000000,36856,д@╝╙енн▒,0.0,0,,RPPNMLPLLHKFFCH08CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧еЁ╢в╡є62л╤1~30╕╣,125.08,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10402,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0880120,191.97,6,2,4,ж│,ж│,5700000,29692,,0.0,0,,RPPPMLPLLHKFFCH28CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧дднь╕ЇдTмq116л╤1~30╕╣,349.25,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10307,дgжa6л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030807,357.42,5,3,4,ж│,╡L,17500000,48962,,0.0,0,,RPROMLLMLHKFFCH08CA
дj╖╦░╧,дgжa,дT╝hмqдT╝hдpмq2461~2490жa╕╣,764.0,,н╖┤║░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5250000,6872,,0.0,0,,RPPPMLRJMHKFFCH38CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧д╢╣╪╕Ї884л╤10з╦1~30╕╣,26.16,жэ,,,10402,дgжa3л╪кл1иожь0,дT╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0770115,65.38,2,1,1,ж│,╡L,2000000,30590,,0.0,0,,RPWOMLMJMHKFFCH48CA
└s╝ц░╧,дgжa,╗╔╞r░щмq91~120жa╕╣,2257.89,,дsйYжaлOи|░╧,╣Aкке╬жa,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2049000,907,,0.0,0,┼vзQдHдGдH╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPOOMLRKMHKFFCH28CA
└s╝ц░╧,дgжa,╗╔╞r░щмq1141~1170жa╕╣,87.51,,дsйYжaлOи|░╧,╣Aкке╬жa,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,79400,907,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPPOMLRKMHKFFCH38CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧╕tлF╕Ї300л╤28з╦1~30╕╣,76.0,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0690901,66.94,3,2,2,ж│,╡L,1370000,20466,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLLJMHKFFCH67CA
дj╖╦░╧,дgжa,п╩дlмq╡пдl╢щдpмq61~90жa╕╣,179.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4480000,25028,,0.0,0,,RPQNMLLKMHKFFCH77CA
┤_┐│░╧,дgжa,й╘╕╣мq781~810жa╕╣,28.61,,д@пы╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,60000,2097,,0.0,0,,RPQOMLTJMHKFFCH58CA
┤_┐│░╧,дgжa,░кы╨мq331~360жa╕╣,1750.0,ифеL,,,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,320000,183,,0.0,0,,RPSOMLTJMHKFFCH78CA
╖и▒Ў░╧,дgжa,дGнл╖╦мq1~30жa╕╣,224.0,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1944319,8680,,0.0,0,┼vзQдHж@итдH(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPUNMLQLLHKFFDH78CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧ео╖р╕ЇдTмq61~90╕╣,24.39,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10402,дgжa1л╪кл1иожь0,д@╝h,5,╡╪╖H(10╝hзtеHдUж│╣q▒ш),░╙╖~е╬,┐√╡м▓V╛одg│y,0840711,85.36,3,2,1,ж│,ж│,3100000,36317,,0.0,0,,RPRNMLRLLHKFFDH58CA
дj╢щ░╧,дgжa,иF▒[мqиF▒[дpмq1321~1350жa╕╣,998.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,29498000,29557,,0.0,0,,RPRNMLPLLHKFFEH48CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧лCдsд╗╡є1л╤1~30╕╣,12.52,жэ,,,10401,дgжa1л╪кл1иожь0,дC╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841107,111.2,2,1,1,ж│,ж│,3000000,26978,,0.0,0,,RPPNMLSJMHKFFDH38CA
─кж╦░╧,дgжa,ж╦ддмq181~210жa╕╣,0.91,жэ,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,534000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPROMLKKMHKFFEH08CA
─кж╦░╧,й╨жa(дgжa+л╪кл),оч╢щел─кж╦░╧лn╢╢д╗╡є31~60╕╣,6.51,жэ,,,10402,дgжa1л╪кл1иожь0,дQ╝h,14,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0880127,40.9,1,1,1,ж│,ж│,3000000,73350,,0.0,0,,RPXOMLMJMHKFFEH78CA
дj╢щ░╧,дgжa,┬∙╖╦дfмq╖╦мwдlдpмq31~60жa╕╣,218.21,,пSйw╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,800000,3666,,0.0,0,,RPUNMLLMLHKFFEH48CA
дj╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╢щ░╧оHд▀з°22╛FоHд▀91~120╕╣,24.42,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь0,дн╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840410,66.09,2,1,1,ж│,ж│,1450000,21940,,0.0,0,,RPWNMLKMLHKFFEH58CA
─кж╦░╧,й╨жa(дgжa+л╪кл),оч╢щел─кж╦░╧║╓┐│дG╡є1~30╕╣,1020.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAигифеL╡n░Oи╞╢╡,2,╣Aк┘,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030502,216.66,4,2,3,ж│,╡L,35000000,,,0.0,0,,RPTNMLPLLHKFFEH68CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧дп╖R╕ЇдTмq260л╤31~60╕╣,23.24,жэ,,,10402,дgжa1л╪кл1иожь1,дT╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950412,141.41,3,2,2,ж│,ж│,8800000,62230,йY╣Dенн▒,0.0,0,,RPUNMLPLLHKFFEH78CA
─кж╦░╧,дgжa,з|дlдfмqо№┤Єдpмq151~180жa╕╣,150.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3539250,23595,,0.0,0,,RPXNMLPLLHKFFEH09CA
